,mean
2023-01-09 00:00:00,21.31804574939561
2023-01-09 01:00:00,20.64167814616156
2023-01-09 02:00:00,20.87241039789242
2023-01-09 03:00:00,20.759382936683725
2023-01-09 04:00:00,21.169180494400326
2023-01-09 05:00:00,21.671940710318577
2023-01-09 06:00:00,24.03417141442803
2023-01-09 07:00:00,27.675738302613915
2023-01-09 08:00:00,29.802555373688698
2023-01-09 09:00:00,30.53684797194443
2023-01-09 10:00:00,30.033696189784116
2023-01-09 11:00:00,29.807044553504944
2023-01-09 12:00:00,29.63599893307488
2023-01-09 13:00:00,29.249548105721637
2023-01-09 14:00:00,28.853506151139527
2023-01-09 15:00:00,27.739128242559943
2023-01-09 16:00:00,28.12981077129173
2023-01-09 17:00:00,27.012855046684198
2023-01-09 18:00:00,26.04505915905981
2023-01-09 19:00:00,26.073086150886205
2023-01-09 20:00:00,25.553751078006204
2023-01-09 21:00:00,24.494680395463963
2023-01-09 22:00:00,23.64530688523281
2023-01-09 23:00:00,22.5034298929461
2023-01-10 00:00:00,21.228371967243998
2023-01-10 01:00:00,20.546297893072293
2023-01-10 02:00:00,20.625080900635997
2023-01-10 03:00:00,20.531423009942177
2023-01-10 04:00:00,20.229411931356314
2023-01-10 05:00:00,21.33230218793153
2023-01-10 06:00:00,23.93682669808697
2023-01-10 07:00:00,27.53199545902133
2023-01-10 08:00:00,29.669936779707417
2023-01-10 09:00:00,30.16513061775869
2023-01-10 10:00:00,30.22750686761536
2023-01-10 11:00:00,29.874211166035956
2023-01-10 12:00:00,28.76532471650965
2023-01-10 13:00:00,29.41909839997853
2023-01-10 14:00:00,29.31427704553339
2023-01-10 15:00:00,28.780557867618064
2023-01-10 16:00:00,28.6559479990931
2023-01-10 17:00:00,27.34785284138013
2023-01-10 18:00:00,26.254594559320743
2023-01-10 19:00:00,26.439671262205888
2023-01-10 20:00:00,26.025155997142257
2023-01-10 21:00:00,25.24251727049839
2023-01-10 22:00:00,23.84247325567376
2023-01-10 23:00:00,21.853770551719766
2023-01-11 00:00:00,21.02140812730687
2023-01-11 01:00:00,20.97407807744758
2023-01-11 02:00:00,20.618804430045383
2023-01-11 03:00:00,20.7250902584687
2023-01-11 04:00:00,20.550815749693122
2023-01-11 05:00:00,21.240383652656757
2023-01-11 06:00:00,23.850477489525794
2023-01-11 07:00:00,27.564940329859134
2023-01-11 08:00:00,29.32625975170735
2023-01-11 09:00:00,30.684622587743366
2023-01-11 10:00:00,30.594208473859226
2023-01-11 11:00:00,29.64566373646288
2023-01-11 12:00:00,29.257108900625592
2023-01-11 13:00:00,29.157670013052286
2023-01-11 14:00:00,29.321978570981347
2023-01-11 15:00:00,28.467949357316165
2023-01-11 16:00:00,28.177877944695428
2023-01-11 17:00:00,27.11028417198776
2023-01-11 18:00:00,26.037332749221658
2023-01-11 19:00:00,25.868740952872248
2023-01-11 20:00:00,25.55619212375703
2023-01-11 21:00:00,24.274955199110213
