,mean,mean_se,mean_ci_lower,mean_ci_upper
2022-10-24 00:00:00,15.609261766711011,,,
2022-10-24 01:00:00,13.234128923571149,,,
2022-10-24 02:00:00,12.789322265636375,,,
2022-10-24 03:00:00,11.549435387244541,,,
2022-10-24 04:00:00,11.868807750209214,,,
2022-10-24 05:00:00,12.411558313936563,,,
2022-10-24 06:00:00,16.468037578082946,,,
2022-10-24 07:00:00,28.491380091166302,,,
2022-10-24 08:00:00,32.394979460238346,,,
2022-10-24 09:00:00,31.312399288324965,,,
2022-10-24 10:00:00,31.870690934468943,,,
2022-10-24 11:00:00,29.019672534422142,,,
2022-10-24 12:00:00,28.427010502725736,,,
2022-10-24 13:00:00,28.017066567558246,,,
2022-10-24 14:00:00,27.366095183514837,,,
2022-10-24 15:00:00,24.74576182136925,,,
2022-10-24 16:00:00,24.890528309558682,,,
2022-10-24 17:00:00,25.313735291293632,,,
2022-10-24 18:00:00,25.537859520473347,,,
2022-10-24 19:00:00,28.932726661341743,,,
2022-10-24 20:00:00,28.42294401057995,,,
2022-10-24 21:00:00,26.71211798288021,,,
2022-10-24 22:00:00,21.951401530177815,,,
2022-10-24 23:00:00,20.113117954177973,,,
2022-10-25 00:00:00,15.584607846766987,,,
2022-10-25 01:00:00,13.028655146172849,,,
2022-10-25 02:00:00,12.817541140335392,,,
2022-10-25 03:00:00,11.703744996984442,,,
2022-10-25 04:00:00,11.449519902731216,,,
2022-10-25 05:00:00,12.27358777073938,,,
2022-10-25 06:00:00,16.268053314115036,,,
2022-10-25 07:00:00,28.06933110833028,,,
2022-10-25 08:00:00,31.911801121814435,,,
2022-10-25 09:00:00,31.877566090624878,,,
2022-10-25 10:00:00,30.442941378778183,,,
2022-10-25 11:00:00,28.957379900000088,,,
2022-10-25 12:00:00,29.16252438557199,,,
2022-10-25 13:00:00,29.455578142948468,,,
2022-10-25 14:00:00,27.410684868881958,,,
2022-10-25 15:00:00,25.436288717983597,,,
2022-10-25 16:00:00,24.930403933918445,,,
2022-10-25 17:00:00,25.376543830568938,,,
2022-10-25 18:00:00,25.69625726056398,,,
2022-10-25 19:00:00,28.903863583602384,,,
2022-10-25 20:00:00,26.6788126580191,,,
2022-10-25 21:00:00,25.496511369342553,,,
2022-10-25 22:00:00,22.540037402900293,,,
2022-10-25 23:00:00,19.798617547247567,,,
2022-10-26 00:00:00,16.168383298757217,,,
2022-10-26 01:00:00,13.46337449814737,,,
2022-10-26 02:00:00,12.753979278696297,,,
2022-10-26 03:00:00,11.664542955680947,,,
2022-10-26 04:00:00,11.833477956552656,,,
2022-10-26 05:00:00,12.713543558603265,,,
2022-10-26 06:00:00,16.070809425186493,,,
2022-10-26 07:00:00,27.30713215325592,,,
