,mean
2022-10-24 00:00:00,21.538388779151383
2022-10-24 01:00:00,20.71170200180222
2022-10-24 02:00:00,20.49800207515917
2022-10-24 03:00:00,21.520070995051697
2022-10-24 04:00:00,20.890064256745173
2022-10-24 05:00:00,21.69242753424524
2022-10-24 06:00:00,25.515006898084927
2022-10-24 07:00:00,29.791421443476672
2022-10-24 08:00:00,30.077138683989563
2022-10-24 09:00:00,30.325965239622164
2022-10-24 10:00:00,30.021579365463676
2022-10-24 11:00:00,28.794998899588748
2022-10-24 12:00:00,28.996259741133912
2022-10-24 13:00:00,28.63642485432931
2022-10-24 14:00:00,28.67669872178553
2022-10-24 15:00:00,27.328306878621692
2022-10-24 16:00:00,27.14618491849465
2022-10-24 17:00:00,26.743829001594623
2022-10-24 18:00:00,26.408761164573725
2022-10-24 19:00:00,26.65951389968407
2022-10-24 20:00:00,25.529004057649644
2022-10-24 21:00:00,23.69551490884021
2022-10-24 22:00:00,22.548017016075146
2022-10-24 23:00:00,21.91953346091545
2022-10-25 00:00:00,20.97287272581247
2022-10-25 01:00:00,19.777371421062597
2022-10-25 02:00:00,20.30503125143787
2022-10-25 03:00:00,20.375399308449566
2022-10-25 04:00:00,20.135169594035744
2022-10-25 05:00:00,20.638386168192188
2022-10-25 06:00:00,24.62315962241872
2022-10-25 07:00:00,28.39784360652266
2022-10-25 08:00:00,29.7909997268982
2022-10-25 09:00:00,29.844495142315814
2022-10-25 10:00:00,29.777464103701874
2022-10-25 11:00:00,29.567767475117762
2022-10-25 12:00:00,28.86618797797947
2022-10-25 13:00:00,28.67789079402438
2022-10-25 14:00:00,28.944993036803684
2022-10-25 15:00:00,28.53751682589473
2022-10-25 16:00:00,28.755972530948558
2022-10-25 17:00:00,27.391287810229226
2022-10-25 18:00:00,26.349261090130998
2022-10-25 19:00:00,26.180639044365474
2022-10-25 20:00:00,25.911050620691967
2022-10-25 21:00:00,24.320970147637812
2022-10-25 22:00:00,22.53987289312955
2022-10-25 23:00:00,21.662479878752144
2022-10-26 00:00:00,20.993654458828793
2022-10-26 01:00:00,20.726062694547522
2022-10-26 02:00:00,20.524525146705084
2022-10-26 03:00:00,20.81004045101293
2022-10-26 04:00:00,20.063937299861553
2022-10-26 05:00:00,20.727140761752043
2022-10-26 06:00:00,23.91145398346052
2022-10-26 07:00:00,28.898167409365897
2022-10-26 08:00:00,29.685562546210207
2022-10-26 09:00:00,29.839590537252494
2022-10-26 10:00:00,29.81816715341569
2022-10-26 11:00:00,29.13627295807472
2022-10-26 12:00:00,28.615607905329583
2022-10-26 13:00:00,28.874222620455672
2022-10-26 14:00:00,28.48331048897653
2022-10-26 15:00:00,27.754754284112455
2022-10-26 16:00:00,27.76110011577155
2022-10-26 17:00:00,26.573060356418324
2022-10-26 18:00:00,26.476147090506313
2022-10-26 19:00:00,26.791474820937484
2022-10-26 20:00:00,25.813026563596082
2022-10-26 21:00:00,23.91553709938253
2022-10-26 22:00:00,22.700971390901742
2022-10-26 23:00:00,21.685200999614057
2022-10-27 00:00:00,20.630626661432935
2022-10-27 01:00:00,20.500994554635085
2022-10-27 02:00:00,19.920123708939286
2022-10-27 03:00:00,20.4024425148552
