,mean
2022-07-18 00:00:00,5.808258408378614
2022-07-18 01:00:00,5.717171319864804
2022-07-18 02:00:00,5.777077695634247
2022-07-18 03:00:00,5.8005812523035445
2022-07-18 04:00:00,5.768924126403307
2022-07-18 05:00:00,6.259100182096683
2022-07-18 06:00:00,7.46008241865942
2022-07-18 07:00:00,10.47900835270622
2022-07-18 08:00:00,9.432101931888925
2022-07-18 09:00:00,9.237572615384215
2022-07-18 10:00:00,8.584424760689615
2022-07-18 11:00:00,8.324948416010946
2022-07-18 12:00:00,7.860759959997974
2022-07-18 13:00:00,8.133672806535438
2022-07-18 14:00:00,7.906887976190332
2022-07-18 15:00:00,7.816675076037741
2022-07-18 16:00:00,8.069765555491376
2022-07-18 17:00:00,8.27235812076081
2022-07-18 18:00:00,8.3492646975207
2022-07-18 19:00:00,8.961138773904416
2022-07-18 20:00:00,8.518732098479203
2022-07-18 21:00:00,8.083701078672537
2022-07-18 22:00:00,7.247426633686949
2022-07-18 23:00:00,6.73585049749003
2022-07-19 00:00:00,5.67153851589428
2022-07-19 01:00:00,5.7080090745275305
2022-07-19 02:00:00,5.580578509422699
2022-07-19 03:00:00,5.533600217062247
2022-07-19 04:00:00,5.61383044519338
2022-07-19 05:00:00,6.283784911558639
2022-07-19 06:00:00,7.712295357091135
2022-07-19 07:00:00,11.306524540752715
2022-07-19 08:00:00,9.473456361758418
2022-07-19 09:00:00,8.71005931598802
2022-07-19 10:00:00,8.763609548330702
2022-07-19 11:00:00,9.365700546812839
2022-07-19 12:00:00,8.430723842387241
2022-07-19 13:00:00,7.833726567095742
2022-07-19 14:00:00,8.481820565155035
2022-07-19 15:00:00,8.215661437844368
2022-07-19 16:00:00,8.32962703991099
2022-07-19 17:00:00,8.885348479720536
2022-07-19 18:00:00,9.43373206317414
2022-07-19 19:00:00,9.504799207038422
2022-07-19 20:00:00,8.870232131415676
2022-07-19 21:00:00,8.36916841033137
2022-07-19 22:00:00,7.716869285978018
2022-07-19 23:00:00,6.8594694712588025
2022-07-20 00:00:00,5.983055548770435
2022-07-20 01:00:00,5.88354482120304
2022-07-20 02:00:00,5.553618262996723
2022-07-20 03:00:00,5.665231862739813
2022-07-20 04:00:00,5.725946732709046
2022-07-20 05:00:00,5.972584903325335
2022-07-20 06:00:00,7.47688643544165
2022-07-20 07:00:00,10.500661579836049
2022-07-20 08:00:00,9.293437377768418
2022-07-20 09:00:00,8.655070895185684
2022-07-20 10:00:00,8.107879196211583
2022-07-20 11:00:00,8.19335480408106
2022-07-20 12:00:00,7.978451187271206
2022-07-20 13:00:00,8.258952808552833
