,mean,mean_se,mean_ci_lower,mean_ci_upper
2022-07-18 00:00:00,66.7525559282093,,,
2022-07-18 01:00:00,59.695346218341044,,,
2022-07-18 02:00:00,56.39638410675851,,,
2022-07-18 03:00:00,55.752200400152624,,,
2022-07-18 04:00:00,57.12971866457251,,,
2022-07-18 05:00:00,61.916603633142465,,,
2022-07-18 06:00:00,78.65249122482496,,,
2022-07-18 07:00:00,100.06731584765998,,,
2022-07-18 08:00:00,101.14390143678482,,,
2022-07-18 09:00:00,93.89012438768829,,,
2022-07-18 10:00:00,88.9522208427277,,,
2022-07-18 11:00:00,86.71176658384739,,,
2022-07-18 12:00:00,86.84649512145363,,,
2022-07-18 13:00:00,86.75560153071386,,,
2022-07-18 14:00:00,83.378236720052,,,
2022-07-18 15:00:00,80.38135193460836,,,
2022-07-18 16:00:00,80.4592128431815,,,
2022-07-18 17:00:00,82.37707573562889,,,
2022-07-18 18:00:00,86.71508841931443,,,
2022-07-18 19:00:00,92.12380068786884,,,
2022-07-18 20:00:00,94.62799543055117,,,
2022-07-18 21:00:00,90.393071166016,,,
2022-07-18 22:00:00,80.70369376060636,,,
2022-07-18 23:00:00,73.79439144318442,,,
2022-07-19 00:00:00,64.37011729671065,,,
2022-07-19 01:00:00,58.14014249521449,,,
2022-07-19 02:00:00,56.4014055612579,,,
2022-07-19 03:00:00,56.12773063403705,,,
2022-07-19 04:00:00,57.689197162978616,,,
2022-07-19 05:00:00,62.95949772701344,,,
2022-07-19 06:00:00,79.08995921580029,,,
2022-07-19 07:00:00,102.03774161417492,,,
2022-07-19 08:00:00,101.59458360350368,,,
2022-07-19 09:00:00,92.95774036130598,,,
2022-07-19 10:00:00,88.54001239118995,,,
2022-07-19 11:00:00,87.18061117475355,,,
2022-07-19 12:00:00,86.59353863854568,,,
2022-07-19 13:00:00,86.33606371556846,,,
2022-07-19 14:00:00,83.51891826489313,,,
2022-07-19 15:00:00,81.74697491570164,,,
2022-07-19 16:00:00,82.02476265225103,,,
2022-07-19 17:00:00,83.12568189619329,,,
2022-07-19 18:00:00,87.13941742820461,,,
2022-07-19 19:00:00,91.94735658751895,,,
2022-07-19 20:00:00,93.04616418106968,,,
2022-07-19 21:00:00,87.24960572772684,,,
2022-07-19 22:00:00,79.16403529439187,,,
2022-07-19 23:00:00,73.79885450852558,,,
2022-07-20 00:00:00,64.02292271880874,,,
2022-07-20 01:00:00,58.988073078249684,,,
2022-07-20 02:00:00,56.72401772349293,,,
2022-07-20 03:00:00,56.82630176432913,,,
2022-07-20 04:00:00,57.060459345917096,,,
2022-07-20 05:00:00,63.04705225657558,,,
2022-07-20 06:00:00,79.93293471895757,,,
2022-07-20 07:00:00,102.13149911005212,,,
2022-07-20 08:00:00,102.47846481951679,,,
2022-07-20 09:00:00,94.43409216532504,,,
2022-07-20 10:00:00,88.65405090668784,,,
2022-07-20 11:00:00,85.41972558101004,,,
2022-07-20 12:00:00,85.00627666960969,,,
2022-07-20 13:00:00,86.00910284437275,,,
2022-07-20 14:00:00,83.77358488281244,,,
2022-07-20 15:00:00,80.67865742383776,,,
2022-07-20 16:00:00,80.97114735436952,,,
2022-07-20 17:00:00,83.10313848543744,,,
2022-07-20 18:00:00,86.83051976394533,,,
2022-07-20 19:00:00,91.61417991085005,,,
2022-07-20 20:00:00,93.89888996613902,,,
2022-07-20 21:00:00,90.04380574688366,,,
2022-07-20 22:00:00,81.15610099453161,,,
2022-07-20 23:00:00,73.33330856034662,,,
2022-07-21 00:00:00,65.19091549970753,,,
2022-07-21 01:00:00,59.24578780390009,,,
2022-07-21 02:00:00,57.56550279565351,,,
2022-07-21 03:00:00,57.303311911758605,,,
2022-07-21 04:00:00,58.7302908346761,,,
2022-07-21 05:00:00,63.1357282746694,,,
2022-07-21 06:00:00,78.90158665064813,,,
2022-07-21 07:00:00,99.49593178565972,,,
2022-07-21 08:00:00,100.45667504422836,,,
2022-07-21 09:00:00,94.14222033232656,,,
2022-07-21 10:00:00,88.42521447084387,,,
2022-07-21 11:00:00,86.07318718535483,,,
2022-07-21 12:00:00,85.98334212099441,,,
2022-07-21 13:00:00,86.44001401438,,,
2022-07-21 14:00:00,83.36486327212467,,,
2022-07-21 15:00:00,80.93772320662437,,,
2022-07-21 16:00:00,80.74598908138582,,,
2022-07-21 17:00:00,83.34029624205643,,,
2022-07-21 18:00:00,87.26115351681628,,,
2022-07-21 19:00:00,91.04796468950468,,,
2022-07-21 20:00:00,92.49574268799329,,,
2022-07-21 21:00:00,87.68271555384788,,,
2022-07-21 22:00:00,79.92727827317799,,,
2022-07-21 23:00:00,73.64968625171383,,,
2022-07-22 00:00:00,64.62548768740638,,,
2022-07-22 01:00:00,59.437687768490434,,,
2022-07-22 02:00:00,57.19077767633061,,,
2022-07-22 03:00:00,57.26982040174228,,,
2022-07-22 04:00:00,58.55060915937187,,,
2022-07-22 05:00:00,62.996895455184706,,,
2022-07-22 06:00:00,79.4002035057054,,,
2022-07-22 07:00:00,101.8074008102552,,,
2022-07-22 08:00:00,101.69117106403439,,,
2022-07-22 09:00:00,94.26377974621687,,,
2022-07-22 10:00:00,88.06704695312864,,,
2022-07-22 11:00:00,85.70824632188179,,,
2022-07-22 12:00:00,85.76693865716985,,,
2022-07-22 13:00:00,86.36184612457117,,,
2022-07-22 14:00:00,83.9367618107821,,,
2022-07-22 15:00:00,81.52309382036454,,,
2022-07-22 16:00:00,81.93129296314574,,,
2022-07-22 17:00:00,83.36982185667605,,,
2022-07-22 18:00:00,86.439649873665,,,
2022-07-22 19:00:00,89.64907172883642,,,
2022-07-22 20:00:00,89.87275420045353,,,
2022-07-22 21:00:00,84.84514201003272,,,
2022-07-22 22:00:00,77.5380803819267,,,
2022-07-22 23:00:00,72.6979102078287,,,
2022-07-23 00:00:00,65.82564695598042,,,
2022-07-23 01:00:00,60.41054403709754,,,
2022-07-23 02:00:00,57.55356671448405,,,
2022-07-23 03:00:00,57.0225123080588,,,
2022-07-23 04:00:00,58.194744362877174,,,
2022-07-23 05:00:00,61.783201610060935,,,
2022-07-23 06:00:00,71.71449737833774,,,
2022-07-23 07:00:00,85.79023122079352,,,
2022-07-23 08:00:00,95.48921897983834,,,
2022-07-23 09:00:00,98.82537508152141,,,
2022-07-23 10:00:00,95.06945669346088,,,
2022-07-23 11:00:00,90.10996988934579,,,
2022-07-23 12:00:00,87.62649945581362,,,
2022-07-23 13:00:00,86.95153719682403,,,
2022-07-23 14:00:00,81.97061843345682,,,
2022-07-23 15:00:00,79.90709357552315,,,
2022-07-23 16:00:00,80.08019882562621,,,
2022-07-23 17:00:00,82.22213878640483,,,
2022-07-23 18:00:00,85.33251519964183,,,
2022-07-23 19:00:00,87.82186118843438,,,
2022-07-23 20:00:00,87.12390894037253,,,
2022-07-23 21:00:00,82.2194741567103,,,
2022-07-23 22:00:00,75.5458574756914,,,
2022-07-23 23:00:00,72.04862112634173,,,
2022-07-24 00:00:00,66.40358022695052,,,
2022-07-24 01:00:00,61.85966841411451,,,
2022-07-24 02:00:00,57.55843609947913,,,
2022-07-24 03:00:00,56.924152546906384,,,
2022-07-24 04:00:00,57.976227042457985,,,
2022-07-24 05:00:00,60.71364365321358,,,
2022-07-24 06:00:00,68.08330532962731,,,
2022-07-24 07:00:00,77.77058625593612,,,
2022-07-24 08:00:00,89.29330701016367,,,
2022-07-24 09:00:00,96.28691933509829,,,
2022-07-24 10:00:00,95.59761632435139,,,
2022-07-24 11:00:00,90.27124844705291,,,
2022-07-24 12:00:00,87.83713410396254,,,
2022-07-24 13:00:00,84.61642839568454,,,
2022-07-24 14:00:00,79.08459112996286,,,
2022-07-24 15:00:00,77.21705569669207,,,
2022-07-24 16:00:00,77.80174716054323,,,
2022-07-24 17:00:00,80.26652868859792,,,
2022-07-24 18:00:00,85.08656736307142,,,
2022-07-24 19:00:00,90.13160180364707,,,
2022-07-24 20:00:00,92.39523325754914,,,
2022-07-24 21:00:00,89.12984174126782,,,
2022-07-24 22:00:00,81.78086944576452,,,
2022-07-24 23:00:00,75.28542551949987,,,
