,mean
2022-07-18 00:00:00,8.679449210567876
2022-07-18 01:00:00,7.956450635267826
2022-07-18 02:00:00,8.223316588411524
2022-07-18 03:00:00,7.898836698529338
2022-07-18 04:00:00,7.84581709060072
2022-07-18 05:00:00,8.880535223892034
2022-07-18 06:00:00,11.106290548096906
2022-07-18 07:00:00,13.018568791722226
2022-07-18 08:00:00,13.110041615653959
2022-07-18 09:00:00,12.26818863328009
2022-07-18 10:00:00,11.530433080384142
2022-07-18 11:00:00,11.259455811970657
2022-07-18 12:00:00,10.953087894791452
2022-07-18 13:00:00,11.555899524390302
2022-07-18 14:00:00,10.666844134566743
2022-07-18 15:00:00,11.206154870152746
2022-07-18 16:00:00,11.417355743251294
2022-07-18 17:00:00,11.725877940158389
2022-07-18 18:00:00,13.481145940076809
2022-07-18 19:00:00,16.126082864213593
2022-07-18 20:00:00,16.610834363230303
2022-07-18 21:00:00,13.86752912527924
2022-07-18 22:00:00,10.664574065935208
2022-07-18 23:00:00,8.946197194711427
2022-07-19 00:00:00,8.484402857977972
2022-07-19 01:00:00,7.835953862067825
2022-07-19 02:00:00,7.9971277191190895
2022-07-19 03:00:00,7.669762930357691
2022-07-19 04:00:00,7.714589988342754
2022-07-19 05:00:00,8.952871084712125
2022-07-19 06:00:00,10.973482425857625
2022-07-19 07:00:00,13.371963250597693
2022-07-19 08:00:00,13.18345535728291
2022-07-19 09:00:00,11.990928554551006
2022-07-19 10:00:00,11.21895827091313
2022-07-19 11:00:00,10.76434124437724
2022-07-19 12:00:00,10.746624707577764
2022-07-19 13:00:00,10.923740328332613
2022-07-19 14:00:00,10.567145589237107
2022-07-19 15:00:00,10.883236653943454
2022-07-19 16:00:00,11.123445772687825
2022-07-19 17:00:00,11.997486514281228
2022-07-19 18:00:00,13.540183563386337
2022-07-19 19:00:00,14.358321925551618
2022-07-19 20:00:00,14.092689212075298
2022-07-19 21:00:00,11.937198282944683
2022-07-19 22:00:00,10.437334297865965
2022-07-19 23:00:00,9.156040741340735
2022-07-20 00:00:00,8.356890946810292
2022-07-20 01:00:00,7.75148142081348
2022-07-20 02:00:00,8.137684598138947
2022-07-20 03:00:00,7.763732104491547
2022-07-20 04:00:00,7.753689225758086
2022-07-20 05:00:00,8.800422571572168
2022-07-20 06:00:00,10.664496216797962
2022-07-20 07:00:00,12.896963187283534
2022-07-20 08:00:00,12.91167739922311
2022-07-20 09:00:00,11.88291072442052
2022-07-20 10:00:00,11.617199584481215
2022-07-20 11:00:00,11.00570156095831
2022-07-20 12:00:00,10.505479442180924
2022-07-20 13:00:00,10.643602680062006
2022-07-20 14:00:00,10.613065369753734
2022-07-20 15:00:00,11.079612289107516
2022-07-20 16:00:00,11.440919101974625
2022-07-20 17:00:00,12.29476676087315
2022-07-20 18:00:00,14.077891630687608
2022-07-20 19:00:00,15.600859836393544
2022-07-20 20:00:00,15.518113392989052
2022-07-20 21:00:00,12.833001409248448
2022-07-20 22:00:00,10.72773577594688
2022-07-20 23:00:00,9.099036936467863
2022-07-21 00:00:00,8.858523047008521
2022-07-21 01:00:00,8.020406228026978
2022-07-21 02:00:00,8.266223409846221
2022-07-21 03:00:00,8.022825819887736
2022-07-21 04:00:00,8.044236911110783
2022-07-21 05:00:00,9.182205719537244
2022-07-21 06:00:00,10.997808427847744
2022-07-21 07:00:00,12.78690562981547
2022-07-21 08:00:00,12.506527823437118
2022-07-21 09:00:00,11.590163568641767
2022-07-21 10:00:00,10.778795727378995
2022-07-21 11:00:00,10.42687638891949
2022-07-21 12:00:00,10.493413036547876
2022-07-21 13:00:00,11.178426932129772
2022-07-21 14:00:00,10.539156321359565
2022-07-21 15:00:00,10.862683555447768
2022-07-21 16:00:00,11.712992109569319
2022-07-21 17:00:00,12.618003171268033
2022-07-21 18:00:00,13.771720030310357
2022-07-21 19:00:00,14.82080679785675
2022-07-21 20:00:00,13.918523674933956
2022-07-21 21:00:00,12.559594216469124
2022-07-21 22:00:00,10.727986274987035
2022-07-21 23:00:00,9.295087792159729
2022-07-22 00:00:00,8.887737656978441
2022-07-22 01:00:00,8.102059665858649
2022-07-22 02:00:00,8.194118656147067
2022-07-22 03:00:00,7.899426452800224
2022-07-22 04:00:00,7.938981863523315
2022-07-22 05:00:00,9.008703914481668
2022-07-22 06:00:00,11.234971095600825
2022-07-22 07:00:00,13.359671562677061
2022-07-22 08:00:00,13.25714709862462
2022-07-22 09:00:00,11.67063619896584
2022-07-22 10:00:00,11.240125077323588
2022-07-22 11:00:00,10.543220125299836
2022-07-22 12:00:00,10.436907064131859
2022-07-22 13:00:00,10.743988191516474
2022-07-22 14:00:00,10.458627787744682
2022-07-22 15:00:00,10.987654565289345
2022-07-22 16:00:00,11.587182558434865
2022-07-22 17:00:00,11.825379085189926
2022-07-22 18:00:00,12.484871983508251
2022-07-22 19:00:00,14.151160843942964
2022-07-22 20:00:00,13.801739668480744
2022-07-22 21:00:00,12.20749095185858
2022-07-22 22:00:00,10.185881542266232
2022-07-22 23:00:00,9.147451222655192
2022-07-23 00:00:00,8.88455812020469
2022-07-23 01:00:00,8.202135882388255
2022-07-23 02:00:00,8.273750262450127
2022-07-23 03:00:00,8.011512666021753
2022-07-23 04:00:00,8.028660960558529
2022-07-23 05:00:00,9.073126778901527
2022-07-23 06:00:00,10.50361759161745
2022-07-23 07:00:00,12.104661878225526
2022-07-23 08:00:00,13.327188751329235
2022-07-23 09:00:00,13.628255137883551
2022-07-23 10:00:00,12.592552969748482
2022-07-23 11:00:00,11.974558725658646
2022-07-23 12:00:00,11.875930691737606
2022-07-23 13:00:00,11.526328653863546
2022-07-23 14:00:00,10.930869950338968
2022-07-23 15:00:00,10.851848218607508
2022-07-23 16:00:00,11.664367747155055
2022-07-23 17:00:00,12.513842780554013
2022-07-23 18:00:00,14.754954183456052
2022-07-23 19:00:00,16.349392347952744
2022-07-23 20:00:00,15.434430077130006
2022-07-23 21:00:00,13.138634112470097
2022-07-23 22:00:00,10.695366314271926
2022-07-23 23:00:00,9.48308500435368
2022-07-24 00:00:00,9.303993491435762
2022-07-24 01:00:00,8.452663124551373
2022-07-24 02:00:00,8.66841855680612
2022-07-24 03:00:00,8.243349085404379
