,mean,mean_se,mean_ci_lower,mean_ci_upper
2023-02-26 00:00:00,26.421795174900552,,,
2023-02-26 01:00:00,23.902986719022692,,,
2023-02-26 02:00:00,22.876876567493753,,,
2023-02-26 03:00:00,22.90371302623951,,,
2023-02-26 04:00:00,23.479652789196077,,,
2023-02-26 05:00:00,24.38159178708258,,,
2023-02-26 06:00:00,25.23849505095289,,,
2023-02-26 07:00:00,30.25393246893516,,,
2023-02-26 08:00:00,38.99419003133794,,,
2023-02-26 09:00:00,43.56749789900459,,,
2023-02-26 10:00:00,44.8030542603229,,,
2023-02-26 11:00:00,42.68846681392962,,,
2023-02-26 12:00:00,40.51098906438652,,,
2023-02-26 13:00:00,37.50631522098364,,,
2023-02-26 14:00:00,35.718799322965296,,,
2023-02-26 15:00:00,34.38694149830282,,,
2023-02-26 16:00:00,33.82261592725789,,,
2023-02-26 17:00:00,34.00894791678991,,,
2023-02-26 18:00:00,35.76341551704895,,,
2023-02-26 19:00:00,37.693428324729936,,,
2023-02-26 20:00:00,38.32529881801316,,,
2023-02-26 21:00:00,34.43639557869696,,,
2023-02-26 22:00:00,30.65755747064064,,,
2023-02-26 23:00:00,27.785720200503334,,,
2023-02-27 00:00:00,24.880312770953783,,,
2023-02-27 01:00:00,23.48273657695998,,,
2023-02-27 02:00:00,23.399026045083808,,,
2023-02-27 03:00:00,23.094710975736085,,,
2023-02-27 04:00:00,23.528715426183073,,,
2023-02-27 05:00:00,25.356203379338396,,,
2023-02-27 06:00:00,31.683691753325885,,,
2023-02-27 07:00:00,39.08102659672874,,,
2023-02-27 08:00:00,37.649642923890724,,,
2023-02-27 09:00:00,38.4054790618259,,,
2023-02-27 10:00:00,37.84378997057673,,,
2023-02-27 11:00:00,37.11345889293935,,,
2023-02-27 12:00:00,35.67523509630954,,,
2023-02-27 13:00:00,36.114028369405034,,,
2023-02-27 14:00:00,33.21248248251508,,,
2023-02-27 15:00:00,32.8075486791784,,,
2023-02-27 16:00:00,33.245658247852504,,,
2023-02-27 17:00:00,33.75182238896673,,,
2023-02-27 18:00:00,35.83829221628621,,,
2023-02-27 19:00:00,38.51287988344083,,,
2023-02-27 20:00:00,39.58860714050401,,,
2023-02-27 21:00:00,33.95747187365916,,,
2023-02-27 22:00:00,29.456051853216334,,,
2023-02-27 23:00:00,28.275033787313603,,,
2023-02-28 00:00:00,25.80679804583293,,,
2023-02-28 01:00:00,24.691232999075144,,,
2023-02-28 02:00:00,23.418951425972555,,,
2023-02-28 03:00:00,23.214982165482066,,,
2023-02-28 04:00:00,23.23718696799058,,,
2023-02-28 05:00:00,23.625636372607534,,,
2023-02-28 06:00:00,30.25579973616644,,,
2023-02-28 07:00:00,39.888475176713236,,,
2023-02-28 08:00:00,39.99510201319908,,,
2023-02-28 09:00:00,39.39900399584094,,,
2023-02-28 10:00:00,36.59626528106184,,,
2023-02-28 11:00:00,34.30335316815031,,,
2023-02-28 12:00:00,35.469760573465265,,,
2023-02-28 13:00:00,36.03780689931251,,,
2023-02-28 14:00:00,34.002676591009774,,,
2023-02-28 15:00:00,33.19537874781661,,,
2023-02-28 16:00:00,32.609160909515914,,,
2023-02-28 17:00:00,33.14766625544147,,,
2023-02-28 18:00:00,35.536621700234676,,,
2023-02-28 19:00:00,39.52213305215008,,,
2023-02-28 20:00:00,40.97152226394248,,,
2023-02-28 21:00:00,36.107190813198706,,,
2023-02-28 22:00:00,29.944599113595768,,,
2023-02-28 23:00:00,26.633775694684285,,,
2023-03-01 00:00:00,24.48319647242701,,,
2023-03-01 01:00:00,23.732200860361893,,,
2023-03-01 02:00:00,23.675113514931304,,,
2023-03-01 03:00:00,23.68581114250382,,,
2023-03-01 04:00:00,24.29597836777067,,,
2023-03-01 05:00:00,25.273003930305844,,,
2023-03-01 06:00:00,31.629639448600763,,,
2023-03-01 07:00:00,38.869252029337744,,,
2023-03-01 08:00:00,38.771385660614236,,,
2023-03-01 09:00:00,38.66842294394337,,,
2023-03-01 10:00:00,36.72854198456958,,,
2023-03-01 11:00:00,35.65883543156759,,,
2023-03-01 12:00:00,35.49510763883388,,,
2023-03-01 13:00:00,34.72351952460673,,,
2023-03-01 14:00:00,33.09124291425284,,,
2023-03-01 15:00:00,33.109804541373,,,
2023-03-01 16:00:00,33.465915963610776,,,
2023-03-01 17:00:00,34.46185866517282,,,
2023-03-01 18:00:00,36.672334456983975,,,
2023-03-01 19:00:00,37.61721501104243,,,
2023-03-01 20:00:00,38.48055405031356,,,
2023-03-01 21:00:00,34.10530811015322,,,
2023-03-01 22:00:00,31.015209659643023,,,
2023-03-01 23:00:00,28.84205603176576,,,
2023-03-02 00:00:00,25.615902309555235,,,
2023-03-02 01:00:00,24.0153043001868,,,
2023-03-02 02:00:00,23.337504274032547,,,
2023-03-02 03:00:00,23.009325900577217,,,
2023-03-02 04:00:00,22.81782283176714,,,
2023-03-02 05:00:00,24.579051859790646,,,
2023-03-02 06:00:00,31.87276568656059,,,
2023-03-02 07:00:00,40.328302235430215,,,
2023-03-02 08:00:00,38.69481681873322,,,
2023-03-02 09:00:00,38.52199971373274,,,
2023-03-02 10:00:00,36.73322716507175,,,
2023-03-02 11:00:00,34.065339358124156,,,
2023-03-02 12:00:00,34.51072361726141,,,
2023-03-02 13:00:00,34.84134250302687,,,
2023-03-02 14:00:00,34.377745605730055,,,
2023-03-02 15:00:00,33.56898116897009,,,
2023-03-02 16:00:00,31.994562024597837,,,
2023-03-02 17:00:00,32.686927764720245,,,
2023-03-02 18:00:00,35.01751853721041,,,
2023-03-02 19:00:00,38.50244199401222,,,
2023-03-02 20:00:00,39.07185874226105,,,
2023-03-02 21:00:00,36.18016059473653,,,
2023-03-02 22:00:00,30.177643894524085,,,
2023-03-02 23:00:00,27.320914305712375,,,
2023-03-03 00:00:00,24.85811808017263,,,
2023-03-03 01:00:00,24.093778911349222,,,
2023-03-03 02:00:00,24.161319482956007,,,
2023-03-03 03:00:00,23.02111763306544,,,
2023-03-03 04:00:00,22.83176192355512,,,
2023-03-03 05:00:00,24.85271135328403,,,
2023-03-03 06:00:00,32.02403457634102,,,
2023-03-03 07:00:00,38.82274734620941,,,
2023-03-03 08:00:00,37.93391627116887,,,
2023-03-03 09:00:00,38.993228053520205,,,
2023-03-03 10:00:00,38.191686492419706,,,
2023-03-03 11:00:00,35.372782716989356,,,
2023-03-03 12:00:00,34.71194989952526,,,
2023-03-03 13:00:00,35.406891379190014,,,
2023-03-03 14:00:00,34.040784711196686,,,
2023-03-03 15:00:00,34.209119167388636,,,
2023-03-03 16:00:00,33.66106644080689,,,
2023-03-03 17:00:00,33.96215935369868,,,
2023-03-03 18:00:00,35.296203451847454,,,
2023-03-03 19:00:00,37.45037566943569,,,
2023-03-03 20:00:00,37.6991481196395,,,
2023-03-03 21:00:00,34.08916870903886,,,
2023-03-03 22:00:00,29.8033872224495,,,
2023-03-03 23:00:00,28.118165805567205,,,
2023-03-04 00:00:00,26.7701217588038,,,
2023-03-04 01:00:00,24.693805463995012,,,
2023-03-04 02:00:00,23.75796888042791,,,
2023-03-04 03:00:00,23.450029722015575,,,
2023-03-04 04:00:00,23.103073418871382,,,
2023-03-04 05:00:00,24.051296817724136,,,
2023-03-04 06:00:00,26.747473502159096,,,
2023-03-04 07:00:00,33.21832578819023,,,
2023-03-04 08:00:00,40.3340146409804,,,
2023-03-04 09:00:00,43.34382755609494,,,
2023-03-04 10:00:00,42.93949536134845,,,
2023-03-04 11:00:00,41.0454929566448,,,
2023-03-04 12:00:00,38.56751702390957,,,
2023-03-04 13:00:00,38.210003697109805,,,
2023-03-04 14:00:00,37.021495975741495,,,
2023-03-04 15:00:00,36.72166160113925,,,
2023-03-04 16:00:00,35.09069675605396,,,
2023-03-04 17:00:00,35.83226130731326,,,
2023-03-04 18:00:00,35.43818675149566,,,
2023-03-04 19:00:00,35.772187399526146,,,
2023-03-04 20:00:00,36.474986165409504,,,
2023-03-04 21:00:00,33.06621626606585,,,
2023-03-04 22:00:00,30.090269424148072,,,
2023-03-04 23:00:00,28.601105582476503,,,
