,mean
2023-02-26 00:00:00,4.895631415798329
2023-02-26 01:00:00,4.464539148639998
2023-02-26 02:00:00,4.382070407207238
2023-02-26 03:00:00,4.072338518021085
2023-02-26 04:00:00,4.638931753565365
2023-02-26 05:00:00,5.362698815677525
2023-02-26 06:00:00,6.049219150108784
2023-02-26 07:00:00,7.0020193202135586
2023-02-26 08:00:00,8.278322989277688
2023-02-26 09:00:00,8.742213550524488
2023-02-26 10:00:00,8.613523514419656
2023-02-26 11:00:00,7.957364559514554
2023-02-26 12:00:00,7.643575352417151
2023-02-26 13:00:00,7.131308260650987
2023-02-26 14:00:00,7.223900081159463
2023-02-26 15:00:00,6.492109598400177
2023-02-26 16:00:00,6.186258408588088
2023-02-26 17:00:00,6.575243177088927
2023-02-26 18:00:00,7.330253557400666
2023-02-26 19:00:00,7.596426224985786
2023-02-26 20:00:00,7.892964030770858
2023-02-26 21:00:00,7.14710414112932
2023-02-26 22:00:00,9.492811235282725
2023-02-26 23:00:00,17.103253618521656
2023-02-27 00:00:00,4.467546474088482
2023-02-27 01:00:00,4.5440895541410535
2023-02-27 02:00:00,5.223383556065229
2023-02-27 03:00:00,4.052001083880672
2023-02-27 04:00:00,4.257539737224302
2023-02-27 05:00:00,5.350710104869272
2023-02-27 06:00:00,7.298149804876273
2023-02-27 07:00:00,9.217681592548564
2023-02-27 08:00:00,9.903225387984392
2023-02-27 09:00:00,10.456059187651729
2023-02-27 10:00:00,10.068796556054107
2023-02-27 11:00:00,10.17134201330636
2023-02-27 12:00:00,9.675882439862557
2023-02-27 13:00:00,9.576865967312202
2023-02-27 14:00:00,9.714997671436205
2023-02-27 15:00:00,9.152518102983372
2023-02-27 16:00:00,8.067247281021631
2023-02-27 17:00:00,8.14722700194973
2023-02-27 18:00:00,7.617168674107792
2023-02-27 19:00:00,8.428531262574392
2023-02-27 20:00:00,8.281837234999516
2023-02-27 21:00:00,7.336158904152548
2023-02-27 22:00:00,5.920520670124623
2023-02-27 23:00:00,5.670567709167911
2023-02-28 00:00:00,4.993979579243459
2023-02-28 01:00:00,18.15497522291142
2023-02-28 02:00:00,5.27312507113271
2023-02-28 03:00:00,5.403520680185403
2023-02-28 04:00:00,5.09712773328323
2023-02-28 05:00:00,5.897537979225886
2023-02-28 06:00:00,8.300130936024873
2023-02-28 07:00:00,9.381555827884243
2023-02-28 08:00:00,9.699092225638665
2023-02-28 09:00:00,9.794974924486812
2023-02-28 10:00:00,10.019319173987087
2023-02-28 11:00:00,10.354855907582975
2023-02-28 12:00:00,9.700308502425397
2023-02-28 13:00:00,9.754856557379506
2023-02-28 14:00:00,8.94969093169737
2023-02-28 15:00:00,9.087656628642645
2023-02-28 16:00:00,8.505405294694562
2023-02-28 17:00:00,8.322966208204697
2023-02-28 18:00:00,7.889534885625442
2023-02-28 19:00:00,8.3338841113544
2023-02-28 20:00:00,8.473121537973698
2023-02-28 21:00:00,6.9709432336594475
2023-02-28 22:00:00,5.720955958127247
2023-02-28 23:00:00,5.202854608280951
2023-03-01 00:00:00,3.9577092148365955
2023-03-01 01:00:00,3.9557887519452546
2023-03-01 02:00:00,3.984626028342401
2023-03-01 03:00:00,4.269867885699032
2023-03-01 04:00:00,4.758487249717136
2023-03-01 05:00:00,5.541227209737814
2023-03-01 06:00:00,7.8882840925171775
2023-03-01 07:00:00,9.805003348411766
2023-03-01 08:00:00,10.163637621701955
2023-03-01 09:00:00,10.090967494488092
2023-03-01 10:00:00,10.177638228518601
2023-03-01 11:00:00,10.117060362723043
2023-03-01 12:00:00,9.41669528370905
2023-03-01 13:00:00,9.904772460168209
