,mean,mean_se,mean_ci_lower,mean_ci_upper
2023-02-26 00:00:00,23.29969517123716,,,
2023-02-26 01:00:00,20.938900128003297,,,
2023-02-26 02:00:00,19.714731970000607,,,
2023-02-26 03:00:00,19.48198666464006,,,
2023-02-26 04:00:00,19.40119218402257,,,
2023-02-26 05:00:00,19.885979479707387,,,
2023-02-26 06:00:00,20.839718282825235,,,
2023-02-26 07:00:00,23.596724855190132,,,
2023-02-26 08:00:00,28.377914714904932,,,
2023-02-26 09:00:00,32.747261442886895,,,
2023-02-26 10:00:00,33.13696151887609,,,
2023-02-26 11:00:00,32.41195059205956,,,
2023-02-26 12:00:00,30.87017533630755,,,
2023-02-26 13:00:00,29.236892472344344,,,
2023-02-26 14:00:00,27.820432459818523,,,
2023-02-26 15:00:00,27.528450777919524,,,
2023-02-26 16:00:00,26.499697912609243,,,
2023-02-26 17:00:00,27.850602414705513,,,
2023-02-26 18:00:00,28.79769906788793,,,
2023-02-26 19:00:00,29.78483279701871,,,
2023-02-26 20:00:00,29.64198478354896,,,
2023-02-26 21:00:00,27.648412632687197,,,
2023-02-26 22:00:00,25.640336865431273,,,
2023-02-26 23:00:00,23.95254484964563,,,
2023-02-27 00:00:00,21.852804616801727,,,
2023-02-27 01:00:00,20.33824314359433,,,
2023-02-27 02:00:00,19.602064406491547,,,
2023-02-27 03:00:00,19.16835360440358,,,
2023-02-27 04:00:00,19.62923754637672,,,
2023-02-27 05:00:00,20.373037760376878,,,
2023-02-27 06:00:00,23.730107629008337,,,
2023-02-27 07:00:00,31.718045939629775,,,
2023-02-27 08:00:00,31.90756018849771,,,
2023-02-27 09:00:00,30.682542699450455,,,
2023-02-27 10:00:00,28.81274082035918,,,
2023-02-27 11:00:00,27.48414116682241,,,
2023-02-27 12:00:00,27.219728229987822,,,
2023-02-27 13:00:00,27.522880076335184,,,
2023-02-27 14:00:00,26.39951567046977,,,
2023-02-27 15:00:00,25.700001532978536,,,
2023-02-27 16:00:00,25.81135506687421,,,
2023-02-27 17:00:00,25.873167745680497,,,
2023-02-27 18:00:00,27.353876879631528,,,
2023-02-27 19:00:00,29.65183996510673,,,
2023-02-27 20:00:00,30.76807381413241,,,
2023-02-27 21:00:00,28.38600507537072,,,
2023-02-27 22:00:00,25.630734256218563,,,
2023-02-27 23:00:00,23.85430938397296,,,
2023-02-28 00:00:00,21.93945024826859,,,
2023-02-28 01:00:00,20.261462082146416,,,
2023-02-28 02:00:00,19.662302126444416,,,
2023-02-28 03:00:00,19.383592666279846,,,
2023-02-28 04:00:00,19.53327710172617,,,
2023-02-28 05:00:00,20.57773777156289,,,
2023-02-28 06:00:00,24.41652760695934,,,
2023-02-28 07:00:00,31.754423621287845,,,
2023-02-28 08:00:00,32.131738956225355,,,
2023-02-28 09:00:00,30.47465423902861,,,
2023-02-28 10:00:00,28.53051722942732,,,
2023-02-28 11:00:00,27.05874529239887,,,
2023-02-28 12:00:00,27.037550532121212,,,
2023-02-28 13:00:00,27.181222687206585,,,
