,mean
2023-02-26 00:00:00,21.132284048874194
2023-02-26 01:00:00,20.4463142499011
2023-02-26 02:00:00,20.6421542881065
2023-02-26 03:00:00,21.156496171398114
2023-02-26 04:00:00,20.711921450745884
2023-02-26 05:00:00,20.66378025691806
2023-02-26 06:00:00,20.926300952278268
2023-02-26 07:00:00,21.974483871170293
2023-02-26 08:00:00,22.97041877657895
2023-02-26 09:00:00,23.413954457754933
2023-02-26 10:00:00,23.104486912524102
2023-02-26 11:00:00,22.883222223220937
2023-02-26 12:00:00,23.64600257611577
2023-02-26 13:00:00,22.85193093295567
2023-02-26 14:00:00,22.583112507201946
2023-02-26 15:00:00,22.232433542857407
2023-02-26 16:00:00,22.245079060217947
2023-02-26 17:00:00,22.180071508896738
2023-02-26 18:00:00,22.049811211237248
2023-02-26 19:00:00,22.069047599976997
2023-02-26 20:00:00,21.74317804133962
2023-02-26 21:00:00,21.489548830535114
2023-02-26 22:00:00,21.280947550501946
2023-02-26 23:00:00,21.601602099080257
2023-02-27 00:00:00,21.240008459152442
2023-02-27 01:00:00,20.692096417666413
2023-02-27 02:00:00,20.975750658839843
2023-02-27 03:00:00,21.140407995404935
2023-02-27 04:00:00,21.2042168018941
2023-02-27 05:00:00,21.59663572513299
2023-02-27 06:00:00,23.14032971829687
2023-02-27 07:00:00,25.881455788115883
2023-02-27 08:00:00,27.097186725690758
2023-02-27 09:00:00,27.81289060849693
2023-02-27 10:00:00,28.00930741054284
2023-02-27 11:00:00,28.014370139010378
2023-02-27 12:00:00,27.799970088305272
2023-02-27 13:00:00,28.113419015029944
2023-02-27 14:00:00,27.960121034023867
2023-02-27 15:00:00,27.32165074763565
2023-02-27 16:00:00,27.284983975861255
2023-02-27 17:00:00,26.15495123278699
2023-02-27 18:00:00,24.936937266314036
2023-02-27 19:00:00,24.240019769204967
2023-02-27 20:00:00,23.17215560446843
2023-02-27 21:00:00,22.79333624338794
2023-02-27 22:00:00,22.602118583597356
2023-02-27 23:00:00,22.235957046982126
2023-02-28 00:00:00,21.47760109942058
2023-02-28 01:00:00,21.117746353333235
2023-02-28 02:00:00,21.59244398119784
2023-02-28 03:00:00,21.529572773977648
2023-02-28 04:00:00,21.081914668845208
2023-02-28 05:00:00,21.59140996184497
2023-02-28 06:00:00,23.20818091468708
2023-02-28 07:00:00,25.42384217989975
2023-02-28 08:00:00,27.1628715556265
2023-02-28 09:00:00,28.417129998534858
2023-02-28 10:00:00,28.53213170540876
2023-02-28 11:00:00,28.38518741260464
2023-02-28 12:00:00,28.07739023247234
2023-02-28 13:00:00,28.875081133713575
2023-02-28 14:00:00,28.49795614709205
2023-02-28 15:00:00,28.344506706645547
2023-02-28 16:00:00,27.9800132594221
2023-02-28 17:00:00,26.56940861065806
2023-02-28 18:00:00,25.139639800941104
2023-02-28 19:00:00,24.425115099418427
2023-02-28 20:00:00,24.013002853139756
2023-02-28 21:00:00,23.375666437987046
2023-02-28 22:00:00,22.68220720185415
2023-02-28 23:00:00,22.10978949717086
2023-03-01 00:00:00,21.2447617549321
2023-03-01 01:00:00,21.508573125841316
2023-03-01 02:00:00,21.386549238211863
2023-03-01 03:00:00,21.74001961941832
2023-03-01 04:00:00,21.444600852466948
2023-03-01 05:00:00,21.867244433604974
2023-03-01 06:00:00,23.64309355493557
2023-03-01 07:00:00,26.101872607055167
2023-03-01 08:00:00,27.857750286352356
2023-03-01 09:00:00,28.576379003701415
2023-03-01 10:00:00,28.940519170544082
2023-03-01 11:00:00,28.34396250903808
2023-03-01 12:00:00,28.224002552231255
2023-03-01 13:00:00,28.952328317449435
2023-03-01 14:00:00,28.7470240370445
2023-03-01 15:00:00,28.01575345682674
2023-03-01 16:00:00,27.678572313517087
2023-03-01 17:00:00,26.634610784550752
2023-03-01 18:00:00,25.128230065862002
2023-03-01 19:00:00,24.685944759854646
2023-03-01 20:00:00,23.926017442385444
2023-03-01 21:00:00,22.891166064917925
2023-03-01 22:00:00,23.297398145795245
2023-03-01 23:00:00,22.528427190305187
2023-03-02 00:00:00,21.676543905133716
2023-03-02 01:00:00,21.781563426915252
2023-03-02 02:00:00,21.455648889538796
2023-03-02 03:00:00,21.319833678233376
2023-03-02 04:00:00,21.497250906693257
2023-03-02 05:00:00,22.14721185271287
2023-03-02 06:00:00,23.6012019541662
2023-03-02 07:00:00,25.751230732781046
2023-03-02 08:00:00,26.674475366418747
2023-03-02 09:00:00,27.98585057865931
2023-03-02 10:00:00,28.16289279070726
2023-03-02 11:00:00,28.719488655509025
2023-03-02 12:00:00,28.18576616911251
2023-03-02 13:00:00,28.91352650071263
2023-03-02 14:00:00,28.88426614375321
2023-03-02 15:00:00,28.887295068753186
2023-03-02 16:00:00,27.831013561134085
2023-03-02 17:00:00,26.773761935694957
2023-03-02 18:00:00,25.33268525957397
2023-03-02 19:00:00,25.0582062923483
